proba_class_0,proba_class_1,proba_class_2,proba_class_3,proba_class_4,proba_class_5,proba_class_6,proba_class_7,proba_class_8,proba_class_9,proba_class_10,proba_class_11,target
0.000339,0.045024,0.343602,0.325999,0.284699,0.000339,0.000362,0.032188,0.333454,0.326221,0.307052,0.000723,0
0.00141,0.039845,0.319464,0.340268,0.298307,0.000705,0.001152,0.03533,0.373272,0.309524,0.279954,0.000768,0
0.001639,0.042937,0.303507,0.35726,0.294657,0.0,0.000685,0.032203,0.282974,0.337444,0.346694,0.0,0
0.002024,0.034076,0.259109,0.328273,0.376181,0.000337,0.001716,0.033299,0.242705,0.336766,0.385513,0.0,0
0.001068,0.03312,0.316952,0.34188,0.305556,0.001425,0.000778,0.031493,0.349533,0.324261,0.291991,0.001944,0
0.001017,0.028126,0.247374,0.333107,0.389021,0.001355,0.001036,0.026243,0.233425,0.340815,0.397445,0.001036,0
0.001298,0.037975,0.247322,0.346641,0.365466,0.001298,0.001016,0.032171,0.247206,0.349475,0.369455,0.000677,0
0.003247,0.048052,0.275325,0.348377,0.323052,0.001948,0.000679,0.032915,0.267051,0.358331,0.340007,0.001018,0
0.002283,0.046967,0.287997,0.354207,0.307893,0.000652,0.00034,0.034729,0.274089,0.341505,0.347974,0.001362,0
0.001745,0.038381,0.327285,0.334962,0.297278,0.000349,0.001513,0.029512,0.36171,0.321226,0.284525,0.001513,0
0.000672,0.045057,0.335575,0.345662,0.272697,0.000336,0.001789,0.037209,0.328444,0.331306,0.299821,0.001431,0
0.003555,0.049451,0.251778,0.340336,0.354234,0.000646,0.000677,0.032837,0.262356,0.34868,0.353419,0.002031,0
0.000681,0.032005,0.240041,0.33776,0.388151,0.001362,0.001391,0.036161,0.235049,0.334492,0.391864,0.001043,0
0.000972,0.035957,0.252349,0.348558,0.36184,0.000324,0.002364,0.03715,0.241135,0.353597,0.364404,0.001351,0
0.002044,0.03985,0.219687,0.347071,0.390668,0.000681,0.0007,0.040616,0.234944,0.333683,0.389006,0.00105,0
0.001976,0.039183,0.333224,0.350675,0.273955,0.000988,0.000345,0.03208,0.286651,0.341497,0.337703,0.001725,0
0.000429,0.034749,0.323466,0.356928,0.282711,0.001716,0.0,0.031411,0.30661,0.35865,0.301922,0.001406,0
0.000819,0.031109,0.324601,0.360213,0.28244,0.000819,0.0,0.034837,0.298794,0.338991,0.325145,0.002233,0
0.000379,0.02234,0.307081,0.358198,0.310488,0.001515,0.000415,0.022425,0.317691,0.318522,0.340532,0.000415,0
0.00118,0.02439,0.303698,0.374902,0.29465,0.00118,0.00043,0.027108,0.317556,0.336059,0.316265,0.002582,0
0.0,0.03142,0.323419,0.368664,0.27566,0.000838,0.0,0.031579,0.306636,0.345995,0.314416,0.001373,0
0.002198,0.029451,0.316484,0.352088,0.298022,0.001758,0.001446,0.024108,0.291225,0.364995,0.316297,0.001929,0
0.000366,0.026711,0.311745,0.35419,0.305525,0.001464,0.0,0.027733,0.309084,0.35008,0.312299,0.000804,0
0.0,0.025029,0.28918,0.367347,0.318059,0.000385,0.001265,0.017714,0.296921,0.350485,0.332771,0.000844,0
0.001201,0.030036,0.317581,0.362034,0.288346,0.000801,0.000438,0.031072,0.3186,0.334792,0.31291,0.002188,0
0.0,0.025651,0.306691,0.365799,0.301487,0.000372,0.000408,0.023246,0.305465,0.349918,0.320555,0.000408,0
0.000903,0.040199,0.297651,0.351852,0.308491,0.000903,0.00198,0.024257,0.288119,0.361386,0.323267,0.00099,0
